movie_code,movie_name_ko,movie_name_en,movie_name_og,prdt_year,genres,directors,watch_grade_nm,actor1,actor2,actor3
20177538,완벽한 타인,Intimate Strangers,,2018,드라마,이재규,15세이상관람가,유해진,조진웅,이서진
